item_code,eod_date,price_open,price_high,price_low,count_trade,price_close
5930,2017-08-18,46960,47300,46740,12415850,47040
5930,2017-08-17,46220,46380,46000,21913650,46200
5930,2017-08-16,45120,45400,44720,19185600,45000
5930,2017-08-14,45120,45300,44220,25407300,44620
5930,2017-08-11,46200,46320,45460,22986150,45900
5930,2017-08-10,47400,47400,46240,14555400,46280
5930,2017-08-09,47980,48260,47480,7979600,47720
5930,2017-08-08,47500,48080,47440,7218250,47580
5930,2017-08-07,48160,48180,47500,8359200,47700
5930,2017-08-04,49000,49000,47120,15540800,47780
5930,2017-08-03,49200,49340,48600,7777450,49000
5930,2017-08-02,48000,48840,47540,11369500,48600
5930,2017-08-01,47420,48240,46920,12701400,48200
5930,2017-07-31,49800,49800,47380,26168300,47760
5930,2017-07-28,50000,50640,49560,11449500,49800
5930,2017-07-27,49600,50020,49300,11224800,49840
5930,2017-07-26,50500,50760,49940,10810600,50000
5930,2017-07-25,50700,51000,50620,7099750,50860
5930,2017-07-24,50860,51160,50520,8449050,51080
5930,2017-07-21,50760,51320,50560,8367600,51200
5930,2017-07-20,50620,50820,50000,11157500,50740
5930,2017-07-19,50420,50880,50360,7084450,50840
5930,2017-07-18,50900,51020,50520,8976100,50640
5930,2017-07-17,51000,51080,50420,8239000,50480
5930,2017-07-14,50080,50940,50040,16034150,50560
5930,2017-07-13,49000,50000,48840,9486150,49880
5930,2017-07-12,48640,49000,48280,9717800,49000
5930,2017-07-11,48500,48900,48320,10792750,48660
5930,2017-07-10,47740,48120,47620,8131900,47860
5930,2017-07-07,48000,48100,47720,10923050,48060
5930,2017-07-06,46820,47680,46780,10640250,47580
5930,2017-07-05,47160,47400,46900,7961000,47000
5930,2017-07-04,47500,47780,47120,6805550,47220
5930,2017-07-03,47500,47620,47100,11877550,47540
5930,2017-06-30,48040,48320,47940,8306550,47940
5930,2017-06-29,47600,48000,47560,9572500,47700
5930,2017-06-28,48220,48400,47900,9616750,48300
5930,2017-06-27,47520,48360,47520,8552800,48280
5930,2017-06-26,47600,47780,47420,9515100,47620
5930,2017-06-23,47960,48080,47720,11455800,47960
5930,2017-06-22,47740,48120,47480,9973650,47480
5930,2017-06-21,47240,48140,47220,15045000,48140
5930,2017-06-20,45580,46560,45560,11303900,46560
5930,2017-06-19,45500,45940,45460,17403450,45580
5930,2017-06-16,45680,45920,45180,9657000,45680
5930,2017-06-15,45800,46060,45240,10166700,45360
5930,2017-06-14,45140,45620,45140,8624900,45400
5930,2017-06-13,45420,45600,45140,10954300,45380
5930,2017-06-12,45680,46440,45600,11732850,46100
5930,2017-06-09,45000,45580,45000,13978750,45160
5930,2017-06-08,46500,46500,45240,13729400,45300
5930,2017-06-07,46040,46360,45720,7599400,45940
5930,2017-06-05,45060,45960,45000,12488750,45960
5930,2017-06-02,44860,44900,44400,9753500,44680
5930,2017-06-01,44580,45020,44400,18669100,44700
5930,2017-05-31,45520,45660,44480,12433600,44640
5930,2017-05-30,46220,46400,45380,8739550,45620
5930,2017-05-29,45600,46460,45540,13613650,46080
5930,2017-05-26,45160,45680,44800,13044800,45680
5930,2017-05-25,44860,45300,44800,8675400,44880
5930,2017-05-24,45400,45580,44900,12607050,44920
5930,2017-05-23,45040,45380,44760,17643550,45100
5930,2017-05-22,45640,45780,44720,15762350,44720
5930,2017-05-19,45740,46000,45540,11160350,45940
5930,2017-05-18,46120,46640,46100,7424450,46340
5930,2017-05-17,46660,46800,46100,8803750,46380
5930,2017-05-16,45620,46280,45620,8001400,46100
5930,2017-05-15,45760,46160,45660,9422900,45820
5930,2017-05-12,45420,46180,45220,21277850,45500
5930,2017-05-11,46160,47220,45600,23410950,45600
5930,2017-05-10,45520,47020,45340,19582550,47020
5930,2017-05-08,45700,45700,44860,13690100,45520
5930,2017-05-04,45500,45500,44760,14068300,44900
5930,2017-05-02,45780,45800,44520,22685700,44620
5930,2017-04-28,42700,44520,41960,23032250,43840
5930,2017-04-27,42700,42800,42520,14794800,42800
5930,2017-04-26,41460,42740,41320,19299600,42700
5930,2017-04-25,41260,41260,40920,8990150,41240
5930,2017-04-24,40480,41400,40480,15130500,40760
5930,2017-04-21,40580,40800,40080,21148850,40280
5930,2017-04-20,41300,41420,40900,11762900,40900
5930,2017-04-19,41680,41820,41280,6860650,41500
5930,2017-04-18,42000,42080,41520,5224750,41560
5930,2017-04-17,42160,42260,41760,5462850,42020
5930,2017-04-14,41660,42460,41660,9040800,42420
5930,2017-04-13,41860,41940,41700,8274900,41900
5930,2017-04-12,41940,41940,41580,7172900,41600
5930,2017-04-11,41940,41940,41500,7141350,41940
5930,2017-04-10,41800,41820,41160,10021000,41600
5930,2017-04-07,42000,42080,41600,9683400,41840
5930,2017-04-06,41900,42240,41700,10699700,42140
5930,2017-04-05,41600,42180,41520,12255500,42080
5930,2017-04-04,41400,41720,41300,9579400,41440
5930,2017-04-03,41820,42020,41200,10500300,41200
5930,2017-03-31,41880,42440,41880,8204000,41980
5930,2017-03-30,41740,41960,41580,10093250,41780
5930,2017-03-29,41560,41840,41380,8216250,41480
5930,2017-03-28,41200,41880,41180,12177650,41200
5930,2017-03-27,41600,41980,41080,12808150,41500
5930,2017-03-24,42200,42360,41700,15397100,41800
5930,2017-03-23,41600,42460,41580,16427250,42460
5930,2017-03-22,41780,42680,41760,14220150,42560
5930,2017-03-21,42000,42120,41740,10250050,41900
5930,2017-03-20,41800,42500,41720,12602300,42400
5930,2017-03-17,41800,42180,41540,9933150,41840
5930,2017-03-16,40800,41440,40800,9587850,41400
5930,2017-03-15,40620,41540,40500,11325050,41360
5930,2017-03-14,40040,40980,40040,7424100,40600
5930,2017-03-13,39960,40420,39860,10227800,40180
5930,2017-03-10,40200,40300,40020,14372250,40200
5930,2017-03-09,40200,40620,40140,12140950,40200
5930,2017-03-08,39800,40320,39800,10553250,40200
5930,2017-03-07,39220,40220,39220,12234850,40080
5930,2017-03-06,39340,39720,39160,12708700,39620
5930,2017-03-03,38420,39860,38420,21249800,39720
5930,2017-03-02,38060,38760,37960,15088700,38440
5930,2017-02-28,38020,38140,37700,9033700,38060
5930,2017-02-27,38960,39100,38060,9296850,38220
5930,2017-02-24,39020,39440,39020,10217300,39180
5930,2017-02-23,39000,39340,38980,8539450,39300
5930,2017-02-22,38540,39560,38420,10562600,38940
5930,2017-02-21,38220,38780,38160,7485800,38660
5930,2017-02-20,37560,38040,37280,15377450,37860
5930,2017-02-17,37800,38360,37780,10226350,38020
5930,2017-02-16,37080,37960,37080,14191550,37720
5930,2017-02-15,37960,38260,37320,13124150,37580
5930,2017-02-14,37740,38060,37720,11102050,37960
5930,2017-02-13,38400,38760,38300,11020750,38360
5930,2017-02-10,38780,38840,38220,13694150,38400
5930,2017-02-09,38740,38780,38200,17092950,38400
5930,2017-02-08,39560,39580,38760,14041800,38820
5930,2017-02-07,39580,39660,39140,8860700,39560
5930,2017-02-06,39400,39500,39180,10386350,39460
5930,2017-02-03,39600,39660,39200,15029300,39360
5930,2017-02-02,39540,39660,39040,14150400,39120
5930,2017-02-01,39900,39900,39460,17992200,39460
5930,2017-01-31,39420,40000,39420,15214500,39900
5930,2017-01-26,38340,39400,38320,13433850,39400
5930,2017-01-25,38120,38580,37880,11048750,38160
5930,2017-01-24,37200,38060,37000,8810400,38060
5930,2017-01-23,37120,37420,36880,9185000,37200
5930,2017-01-20,37720,37920,37020,9418900,37480
5930,2017-01-19,37040,37500,36620,8875400,36940
5930,2017-01-18,36580,37460,36580,8150700,36960
5930,2017-01-17,36860,37820,36320,16611500,36660
5930,2017-01-16,38100,38320,37460,15954450,37460
5930,2017-01-13,38000,38800,37980,11669150,38800
5930,2017-01-12,37520,38560,37420,12018150,38280
5930,2017-01-11,37280,37400,37080,9099800,37240
5930,2017-01-10,36600,37500,36560,13194900,37220
5930,2017-01-09,36180,36440,36040,8880950,36200
5930,2017-01-06,36060,36060,35540,10967450,35560
5930,2017-01-05,36500,36520,36100,7971750,36160
5930,2017-01-04,36280,36620,36020,7357650,36480
5930,2017-01-03,35980,36240,35880,4650600,36100
5930,2017-01-02,35420,36040,35400,7516450,36040
5930,2016-12-29,35840,35980,35600,6662900,35760
5930,2016-12-28,35980,36200,35860,4653450,35980
5930,2016-12-27,35600,36000,35560,4823600,35960
5930,2016-12-26,36020,36080,35600,8334850,35640
5930,2016-12-23,36260,36300,35980,6354600,36180
5930,2016-12-22,36360,36600,36020,6552100,36100
5930,2016-12-21,35920,36400,35840,7615200,36240
5930,2016-12-20,35620,36380,35620,5435800,35900
5930,2016-12-19,35300,36020,35200,11747700,35860
5930,2016-12-16,34820,35500,34820,5773550,35180
5930,2016-12-15,35560,35680,35280,7455100,35540
5930,2016-12-14,34620,35440,34620,11684450,35320
5930,2016-12-13,34660,35360,34660,11414450,35040
5930,2016-12-12,35900,35900,35400,10652450,35600
5930,2016-12-09,35980,36020,35520,16462550,35800
5930,2016-12-08,35040,35480,35040,9603650,35440
5930,2016-12-07,34440,35200,34400,14001800,34960
5930,2016-12-06,34340,34680,34220,8484600,34360
5930,2016-12-05,34480,34760,34140,15352950,34540
5930,2016-12-02,34800,35060,34660,15535350,34980
5930,2016-12-01,33540,34940,33540,28535200,34920
5930,2016-11-30,33800,33960,33380,18081300,33540
5930,2016-11-29,33000,33620,32800,13294050,33540
5930,2016-11-28,32820,33040,32660,6276900,33000
5930,2016-11-25,32980,33040,32660,7757150,33000
5930,2016-11-24,33220,33220,32520,12668600,32980
5930,2016-11-23,32140,32900,32000,9751100,32800
5930,2016-11-22,31300,32120,31300,8180200,31860
5930,2016-11-21,31640,31760,31400,9460750,31720
5930,2016-11-18,31100,31520,30900,7870550,31360
5930,2016-11-17,30800,31280,30800,13308200,31160
5930,2016-11-16,31060,31620,30780,13665700,30780
5930,2016-11-15,31900,31920,31040,15133300,31060
5930,2016-11-14,31700,32360,31700,12836800,31960
5930,2016-11-11,32600,33000,32360,11795350,32980
5930,2016-11-10,32920,33140,31820,15683600,31920
5930,2016-11-09,32980,32980,32700,5417450,32880
5930,2016-11-08,32940,33000,32680,7661900,32800
5930,2016-11-07,32100,32680,32100,7103850,32540
5930,2016-11-04,32600,32800,32120,10341850,32320
5930,2016-11-03,32800,33040,32620,10099250,32860
5930,2016-11-02,32600,33040,32240,10347400,33040
5930,2016-11-01,32320,32780,32220,12067200,32780
5930,2016-10-31,31600,32280,31600,10214200,32280
5930,2016-10-28,31420,32340,31120,14117000,31460
5930,2016-10-27,31940,31980,31240,10534000,31340
5930,2016-10-26,32000,32080,31840,9866100,31940
5930,2016-10-25,31860,32160,31800,9289950,32160
5930,2016-10-24,32120,32260,31760,10477500,31780
5930,2016-10-21,32520,33020,32180,10330450,32400
5930,2016-10-20,31580,32860,31500,15444550,32500
5930,2016-10-19,31440,31900,31440,10384500,31780
5930,2016-10-18,31300,32040,30760,12785200,31800
5930,2016-10-17,30960,31760,30940,14158950,31540
5930,2016-10-14,31000,31620,30900,21864550,31140
5930,2016-10-13,29900,30900,29880,39088550,30700
5930,2016-10-12,32000,32500,30900,38427150,30900
5930,2016-10-11,33000,33780,32560,25293300,33600
5930,2016-10-10,34000,34320,33800,26050550,34120
5930,2016-10-07,33920,34000,33340,29558150,33820
5930,2016-10-06,32020,32520,31940,12470450,32380
5930,2016-10-05,32200,32480,32120,13053100,32280
5930,2016-10-04,31800,32300,31700,11762700,31960
5930,2016-09-30,31460,32380,31440,11397550,32000
5930,2016-09-29,31080,31460,31080,8706400,31340
5930,2016-09-28,31000,31500,30660,9834400,31380
5930,2016-09-27,31420,31920,31280,14524800,31360
5930,2016-09-26,31640,31960,31320,18299650,31420
5930,2016-09-23,32000,32820,31980,11429950,32360
5930,2016-09-22,31900,32020,31520,10509050,31840
5930,2016-09-21,31180,31760,31180,12921150,31700
5930,2016-09-20,30760,31380,30720,22408150,31160
5930,2016-09-19,30160,30980,29900,24717250,30540
5930,2016-09-13,29800,30120,29120,26499350,29300
5930,2016-09-12,32220,32360,31280,13258400,31500
5930,2016-09-09,32460,32780,32280,12070850,32780
5930,2016-09-08,32960,33040,32420,9591850,32420
5930,2016-09-07,32140,32900,31940,7660150,32860
5930,2016-09-06,31800,32300,31700,8383800,32120
5930,2016-09-05,31900,32260,31760,8153000,31940
5930,2016-09-02,31660,31760,31260,18790150,31740
5930,2016-09-01,32820,32820,32220,20532200,32400
5930,2016-08-31,32940,33420,32660,7849600,32900
5930,2016-08-30,32040,32800,31940,8925750,32800
5930,2016-08-29,32120,32460,32060,12058000,32240
5930,2016-08-26,32600,33180,32440,14173800,32780
5930,2016-08-25,33600,33640,32720,15938550,33060
5930,2016-08-24,33300,33880,33140,11545700,33740
5930,2016-08-23,33480,33840,33180,12612200,33300
5930,2016-08-22,32760,33500,32720,16805150,33500
5930,2016-08-19,31340,32880,31320,18327050,32800
5930,2016-08-18,31380,31400,31020,7446450,31320
5930,2016-08-17,30900,31520,30900,10843100,31360
5930,2016-08-16,31180,31400,30880,10474850,30900
5930,2016-08-12,30820,31180,30520,10533600,31180
5930,2016-08-11,31340,31400,30680,12340350,30820
5930,2016-08-10,31480,31580,31140,9023200,31340
5930,2016-08-09,31320,31500,31120,11125150,31380
5930,2016-08-08,30580,31280,30500,6958850,31220
5930,2016-08-05,30380,30660,30340,7009950,30340
5930,2016-08-04,30960,30960,30340,7504900,30340
5930,2016-08-03,31360,31360,30920,8315800,30960
5930,2016-08-02,31380,31600,31200,11515400,31360
5930,2016-08-01,30400,31140,30220,14985600,30780
5930,2016-07-29,30660,30720,29960,9503700,30140
5930,2016-07-28,30240,30580,30240,6335050,30540
5930,2016-07-27,30000,30620,29960,7228500,30600
5930,2016-07-26,30000,30460,29900,7732500,30040
5930,2016-07-25,30120,30560,30120,8585150,30320
5930,2016-07-22,30800,30940,30740,8544700,30860
5930,2016-07-21,30660,30840,30480,7773150,30800
5930,2016-07-20,30560,30800,30440,10122250,30660
5930,2016-07-19,30360,30660,30000,11567200,30660
5930,2016-07-18,30000,30440,29720,11623150,30360
5930,2016-07-15,29620,30000,29520,12430250,30000
5930,2016-07-14,29920,29920,29260,10009900,29620
5930,2016-07-13,29980,30100,29200,11024700,29280
5930,2016-07-12,29200,30000,29200,14056800,29780
5930,2016-07-11,29000,29500,28980,13498150,29200
5930,2016-07-08,28420,29000,28320,11495200,29000
5930,2016-07-07,28940,29040,28240,16749150,28420
5930,2016-07-06,29320,29500,29240,7870350,29380
5930,2016-07-05,29280,29480,29020,7995000,29320
5930,2016-07-04,28540,29580,28540,14393600,29320
5930,2016-07-01,28160,28900,27940,13671700,28500
5930,2016-06-30,28160,28240,27820,10527050,27920
5930,2016-06-29,27800,28080,27580,10718950,27980
5930,2016-06-28,28000,28100,27700,11839000,27960
5930,2016-06-27,28900,28900,27200,20552600,28000
5930,2016-06-24,28880,28900,28540,11256300,28600
5930,2016-06-23,28920,29000,28620,8948250,28900
5930,2016-06-22,28640,28980,28520,10020550,28960
5930,2016-06-21,28540,28960,28520,13515800,28620
5930,2016-06-20,28200,28700,28200,16419700,28520
5930,2016-06-17,28260,28340,27900,14621550,28180
5930,2016-06-16,27700,28320,27660,15334450,28260
5930,2016-06-15,27420,27720,27380,12273050,27600
5930,2016-06-14,27920,27920,27240,15248300,27420
5930,2016-06-13,28480,28500,28080,14484050,28120
5930,2016-06-10,28160,28600,28120,25768750,28600
5930,2016-06-09,28380,28380,27780,18808100,28120
5930,2016-06-08,27720,28040,27600,23142150,27960
5930,2016-06-07,27400,27580,27280,17066200,27540
5930,2016-06-03,27000,27440,26920,23806950,27300
5930,2016-06-02,25960,26820,25900,23504000,26660
5930,2016-06-01,25600,26000,25360,62527700,25840
5930,2016-05-31,25940,25940,25480,10315350,25600
5930,2016-05-30,26000,26020,25460,13744550,25640
5930,2016-05-27,25980,26060,25900,12653650,25920
5930,2016-05-26,25660,25960,25480,11862750,25900
5930,2016-05-25,25720,25780,25360,10434600,25420
5930,2016-05-24,25380,25720,25380,8112550,25720
5930,2016-05-23,25400,25600,25380,7960550,25380
5930,2016-05-20,25360,25540,25320,10012450,25400
5930,2016-05-19,25280,25420,25100,9169600,25360
5930,2016-05-18,24980,25300,24980,9183550,25280
5930,2016-05-17,25060,25260,24940,11720150,24960
5930,2016-05-16,25620,25620,25020,12284900,25060
5930,2016-05-13,25840,25840,25500,7615100,25620
5930,2016-05-12,25920,25980,25740,8834400,25840
5930,2016-05-11,25980,26000,25760,8559550,25920
5930,2016-05-10,25800,26000,25700,15644700,25980
5930,2016-05-09,25440,25800,25240,14702750,25800
5930,2016-05-04,25340,25400,25120,7903300,25220
5930,2016-05-03,24940,25240,24900,7027600,25000
5930,2016-05-02,25200,25340,24840,16253900,24900
5930,2016-04-29,26000,26000,25220,14653450,25300
5930,2016-04-28,25880,26000,25720,8297300,26000
5930,2016-04-27,25700,26100,25660,8345050,25920
5930,2016-04-26,25700,25700,25420,4597850,25620
5930,2016-04-25,25880,25880,25540,5741500,25600
5930,2016-04-22,26000,26020,25760,7254450,25880
5930,2016-04-21,25640,26000,25640,8598600,25980
5930,2016-04-20,25880,25920,25660,7238300,25760
5930,2016-04-19,25900,26100,25840,6423700,25980
5930,2016-04-18,26180,26200,25800,6829950,26000
5930,2016-04-15,26000,26040,25780,16766350,26000
5930,2016-04-14,25400,25620,25320,6702700,25500
5930,2016-04-12,24920,25420,24920,6034650,25320
5930,2016-04-11,25380,25380,24800,12593400,24920
5930,2016-04-08,26000,26000,25160,12939750,25380
5930,2016-04-07,25380,25820,25360,9211700,25700
5930,2016-04-06,25980,25980,25200,11815950,25200
5930,2016-04-05,25580,26100,25580,9402300,26100
5930,2016-04-04,25980,26180,25420,13557800,25580
5930,2016-04-01,26120,26280,25960,19130750,26240
5930,2016-03-31,26200,26420,26040,13380250,26160
5930,2016-03-30,25880,26000,25700,8622700,25800
5930,2016-03-29,25760,26000,25760,6060900,25880
5930,2016-03-28,25660,25800,25560,7172300,25760
5930,2016-03-25,25580,25800,25320,10939750,25640
5930,2016-03-24,25380,25580,25240,9870900,25580
5930,2016-03-23,25340,25580,25240,10143600,25380
